University ;Faculty ;Qualifications;Year;Modules;Module Code;SAQA credits;Description 
null;null;null;null;Ethnobotany & Plant Ecology;SBOA031;32;Introduction to Ethnobotany, data collection and hypothesis, Collecting and identifying plants, herbarium specimens, phytochemical analysis and plant screening, participant observation, surveys and analytical tools, qualitative and quantitative ecological approaches, economic surveys of forest products, community and households, ethnobotancial research and community development. Background and basic concepts of ecology, species and communities as ecological units, environmental factors, major vegetation types of South Africa.
null;null;null;null;"Conservation
Genetics";SZOA032;32;Part of this course deals with the fundamental principles of evolution and evolutionary analysis. The accent in this part is on an introduction to basic evolutionary concepts, mechanisms of evolutionary change, Mendelian genetics in populations, evolution at multiple loci, adaptation, mechanisms of speciation, continental drift, the geological timetable and human evolution. The second part of this course deals with aspects of conservation genetics, particularly evolutionary genetics of natural populations, effects of population size reduction and applications from theory to practice. The last part of the course includes introductory aspects to biodiversity.
null;null;null;null;"Plant Physiology
 11 Growth and    Reproduction";SBOA032;32;"Basic aspects of plant growth, differentiation and development: Plant life cycle (sexual and asexual reproduction) - seed development and germination; root, shoot, flower (pollination, fertilization), and fruit development; senescence and programmed cell death. Different levels of control of plant growth and development: Intracellular (genetic control) - plant genome, changes in gene expression and protein synthesis; Intercellular (hormonal regulation) - plant growth hormones and their applications; Extracellular (environmental regulation) - photo morphogenesis, phytochrome, blue and UV light responses, control of flowering, photo- and thermoperiodism in plants."
null;null;BSc Physical Sciences;1;Differential and Integral Calculus;SMTH011;12;null
null;null;null;null;General Chemistry 1A;SCHM011;12;null
null;null;null;null;General Physics 1A;SPHS011;12;null
null;null;null;null;Health Education and Life Competencies I;SHEL011;12;null
null;null;null;null;Introduction to Biological Studies;SBIO011;12;null
null;null;null;null;Computing Concepts and Algorithms;SCSC011;12;null
null;null;null;null;Introduction to Applied Mathematics;SAPM011;12;null
null;null;null;null;Introduction to Geology;SGLA011;12;null
null;null;null;null;Introduction to Statistics;SSTS011;12;null
null;null;null;null;General Chemistry 1B;SCHM012;12;null
null;null;null;null;General Physics 1B;SPHS012;12;null
null;null;null;null;Health Education and Life Competencies II;SHEL012;12;null
null;null;null;null;Set Theory, Linear and Abstract Algebra;SMTH012;12;null
null;null;null;null;"Animal Biology
 or
Plant Biology";"SZOO012 or
SBOT012";12;null
null;null;null;null;Computational Mathematics and Modelling;SAPM012;12;null
null;null;null;null;Data Organization and Artificial Intelligence;SCSC012;12;null
null;null;null;null;Earth Surface Processes;SGLA012;12;null
null;null;null;null;Introduction to Statistical Inference;SSTS012;12;null
null;null;null;2;Classical Mechanics;SPHA021;10;null
null;null;null;null;Inorganic Chemistry 2;SCHB021;10;null
null;null;null;null;null;null;null;null
null;null;null;null;Modern Physics;SPHB021;10;null
null;null;null;null;Organic Chemistry 2;SCHA021;10;null
null;null;null;null;Advanced Calculus;SMTA021;20;null
null;null;null;null;Essential Biomolecules, Signal Transduction;SBIA021;20;null
null;null;null;null;Sedimentology and Structural Geology;SGLA021;20;null
null;null;null;null;Analytical Chemistry 2;SCHA022;10;null
null;null;null;null;Electrodynamics and Electronics;SPHA022;10;null
null;null;null;null;Physical Chemistry 2;SCHB022;10;null
null;null;null;null;Waves and Physical Optics;SPHB022;10;null
null;null;null;null;Bioenergetics and Intermediary Metabolisms;SBIA022;20;null
null;null;null;null;Igneous and Metamorphic Petrology;SGLA022;20;null
null;null;null;null;Linear Algebra;SMTA022;20;null
null;null;null;3;Geology of Southern Africa;SGLA031;32;null
null;null;null;null;Inorganic Chemistry 3;SCHB031;16;null
null;null;null;null;Physical Chemistry 3;SCHA031;16;null
null;null;null;null;Proteins, Enzymes and Biochemical Techniques;SBIA031;32;null
null;null;null;null;Quantum Mechanics;SPHA031;16;null
null;null;null;null;Thermodynamics and Statistical Mechanics;SPHB031;16;null
null;null;null;null;Analytical Chemistry 3;SCHA032;16;null
null;null;null;null;Economic Geology II;SGLA032;32;null
null;null;null;null;Electrodynamics and Electronics;SPHB032;16;null
null;null;null;null;Gene Structure, Function, Molecular Biology;SMIB032;32;null
null;null;null;null;Organic Chemistry 3;SCHB032;16;null
null;null;null;null;Solid State Physics;SPHA032;16;null
null;null;BSc Physical Science Extended;1;Health Education And Life Competencies I;SHEL000;12;null
null;null;null;null;Introduction To General Chemistry 1A;SCHM000;24;null
null;null;null;null;Introduction To General Physics 1A;SPHS000;24;null
null;null;null;null;Introduction To Life Science Studies I;SBIO000;24;null
null;null;null;null;Pre-Calculus And Differential Calculus;SMTH000;24;null
null;null;null;2;Health Education And Life Competencies II;SHEB000;24;null
null;null;null;null;Introduction To General Chemistry;SCHB000;24;null
null;null;null;null;Introduction To General Physics 1B;SPHB000;24;null
null;null;null;null;Introduction To Life Science Studies Ii;SBIB000;24;null
null;null;null;null;Introductory Algebra And Integral Calculus;SMTB000;24;null
null;null;null;3;Classical Mechanics;SPHA021;10;null
null;null;null;null;Inorganic Chemistry 2;SCHB021;10;null
null;null;null;null;Modern Physics;SPHB021;10;null
null;null;null;null;Organic Chemistry 2;SCHA021;10;null
null;null;null;null;Advanced Calculus;SMTA021;20;null
null;null;null;null;Essential Biomolecules, Signal Transduction;SBIA021;20;null
null;null;null;null;Analytical Chemistry 2;SCHA022;10;null
null;null;null;null;Electrodynamics and Electronics;SPHA022;10;null
null;null;null;null;Physical Chemistry 2;SCHB022;10;null
null;null;null;null;Waves And Physical Optics;SPHB022;10;null
null;null;null;null;Bioenergetics and Intermediary Metabolisms;SBIA022;20;null
null;null;null;null;Linear Algebra;SMTA022;20;null
null;null;null;4;Inorganic Chemistry 3;SCHB031;16;null
null;null;null;null;Physical Chemistry 3;SCHA031;16;null
null;null;null;null;Proteins, Enzymes and Biochemical Techniques;SBIA031;32;null
null;null;null;null;Quantum Mechanics;SPHA031;16;null
null;null;null;null;Thermodynamics and Statistical Mechanics;SPHB031;16;null
null;null;null;null;Analytical Chemistry 3;SCHA032;16;null
null;null;null;null;Electrodynamics and Electronics;SPHB032;16;null
null;null;null;null;Gene Structure, Function, Molecular Biology;SMIB032;32;null
null;null;null;null;Organic Chemistry 3;SCHB032;16;null
null;null;null;null;Solid State Physics;SPHA032;16;null
null;null;BSc. Geology;1;Differential And Integral Calculus;SMTH011;12;null
null;null;null;null;General Chemistry 1A;SCHM011;12;null
null;null;null;null;General Physics 1A;SPHS011;12;null
null;null;null;null;Introduction to Geology;SGLA011;12;null
null;null;null;null;Health Education And Life Competencies I;SHEL011;12;null
null;null;null;null;General Chemistry 1B;SCHM012;12;null
null;null;null;null;General Physics 1B;SPHS012;12;null
null;null;null;null;Earth Surface Processes;SGLA012;12;null
